symbol,publishedDate,title,image,site,text,url,date,filing_id,filing_date,article_date,days_from_filing,ticker
DELL,2025-04-05 09:31:52,Dell Technologies Stock: This Capitulation May Be Your Chance,https://images.financialmodelingprep.com/news/dell-technologies-stock-this-capitulation-may-be-your-chance-20250405.jpg,seekingalpha.com,"Dell Technologies stock has dipped ~20% in the past 5 days, creating a massive buying opportunity due to its strong AI server business and financial performance. Dell's AI server backlog surged to ~$9 billion, with revenue rising 7% YoY and net income up 27% YoY. Despite concerns about AI server margins, Dell's absolute profit from AI servers is significantly higher than traditional servers.",https://seekingalpha.com/article/4773191-dell-technologies-stock-this-capitulation-may-be-your-chance,2025-04-05 09:31:52,DELL_0,2025-04-01 16:23:54,2025-04-05 09:31:52,3,DELL
DELL,2025-04-04 09:30:13,Live: Vanguard S&P 500 ETF (VOO) Plummets 4% as Nike (NKE) and Dell (DELL) Sink,https://images.financialmodelingprep.com/news/live-vanguard-sp-500-etf-voo-plummets-4-as-20250404.jpg,https://247wallst.com,"A day following &#8220;Liberation Day,&#8221; the talk of the town is that investors have been liberated from capital gains taxes. The Dow Jones is down 3.72%, the Nasdaq is down more than 5%, and the Vanguard S&amp;P 500 ETF (NYSE: VOO) is down 3.93% as of 10:25 a.m. ET. Why is the market selling off? Tariffs announced by the Trump Administration are estimated to reduce trade by $900 billion this year. Almost every Wall Street bank is now pulling back economic growth estimates for the year. Tariff rates on other countries announced last night range from 10% to more than 50%. As of 2022, the United States had a weighted-average tariff rate of about 1.5%. However, after Trump&#8217;s tariff announcement yesterday the United States would have a weighted average tariff rate of 29%. Another issue driving stocks down today is the fact these tariffs appear to be less of a &#8216;negotiating tactic&#8217; and something that will be in place for a prolonged period of time. For example, both Vietnam and Israel announced large cuts to tariffs on U.S. goods, but saw reciprocal tariff rates of 46% and 17%, respectively. What Stocks Are Falling in the Vanguard S&amp;P 500 ETF? What stocks in the VOO are seeing the biggest declines today? Retailers and Clothing: Williams-Sonoma is down 18.1%, Deckers Outdoor down 16.9%, Ralph Lauren down 16.9%, and Nike down 13%. Each of these companies faces not only reduced consumer spending if a recession happens but also have overseas supply chains that would see significant tariff impacts if these tariffs take effect as presented on April 9th. Consumer Electronics: Dell is down 15.3%, HP is down 15.7%, and Best Buy is down 15.8%. Once again, these companies not only face reduced consumer demand but significant tariffs on their products. Apple was down 9% in early trading but has trimmed its losses to 7.9%. The post Live: Vanguard S&#038;P 500 ETF (VOO) Plummets 4% as Nike (NKE) and Dell (DELL) Sink appeared first on 24/7 Wall St..",https://247wallst.com/investing/2025/04/03/live-vanguard-sp-500-etf-voo-plummets-4-as-nike-nke-and-dell-dell-sink/,2025-04-04 09:30:13,DELL_0,2025-04-01 16:23:54,2025-04-04 09:30:13,2,DELL
DELL,2025-04-04 08:00:02,11 Stocks Go Deeply On Sale Following Trump's Tariffs,https://images.financialmodelingprep.com/news/11-stocks-go-deeply-on-sale-following-trumps-tariffs-20250404.jpg,investors.com,"If there's a bright side to President Trump's tariffs, proponents say, it's that many S&P 500 stocks are now on sale. The post 11 Stocks Go Deeply On Sale Following Trump's Tariffs appeared first on Investor's Business Daily.",https://www.investors.com/etfs-and-funds/sectors/sp500-stocks-go-deeply-on-sale-following-trumps-tariffs/,2025-04-04 08:00:02,DELL_0,2025-04-01 16:23:54,2025-04-04 08:00:02,2,DELL
DELL,2025-04-04 07:47:05,Dell: An Undervalued AI Play,https://images.financialmodelingprep.com/news/dell-an-undervalued-ai-play-20250404.jpg,seekingalpha.com,"Dell Technologies is experiencing strong growth in its Infrastructure Solutions Group, driven by escalating demand for AI-optimized server products, positioning it for future upside. Trading at a low 9X P/E ratio, Dell offers a multi-year runway for high EPS and cash flow growth, making it a deep value AI stock. Dell's ISG reported 22% Y/Y growth in Q4 while segment operating income grew at twice the rate.",https://seekingalpha.com/article/4772986-dell-an-undervalued-ai-play,2025-04-04 07:47:05,DELL_0,2025-04-01 16:23:54,2025-04-04 07:47:05,2,DELL
DELL,2025-04-03 18:25:38,Dell: Buy Now To Ride Its Growth And Margin Tailwinds,https://images.financialmodelingprep.com/news/dell-buy-now-to-ride-its-growth-and-margin-20250403.jpg,seekingalpha.com,Dell Technologies has strong growth tailwinds due to new products and untapped enterprise market in AI servers. There is also a PC refresh cycle coming into play later this year. Dell has a strong and growing market share position in servers and storage markets. A revenue mix shift toward these segments offsets its market share struggles in the PC business. The revenue mix shift paves the way for overall EBIT margin expansion going ahead.,https://seekingalpha.com/article/4772906-dell-buy-now-to-ride-its-growth-and-margin-tailwinds,2025-04-03 18:25:38,DELL_0,2025-04-01 16:23:54,2025-04-03 18:25:38,2,DELL
DELL,2025-04-03 10:36:04,Is It Worth Investing in Dell Technologies (DELL) Based on Wall Street's Bullish Views?,https://images.financialmodelingprep.com/news/is-it-worth-investing-in-dell-technologies-dell-based-on-20250403.jpg,zacks.com,"The recommendations of Wall Street analysts are often relied on by investors when deciding whether to buy, sell, or hold a stock. Media reports about these brokerage-firm-employed (or sell-side) analysts changing their ratings often affect a stock's price.",https://www.zacks.com/stock/news/2439694/is-it-worth-investing-in-dell-technologies-dell-based-on-wall-street-s-bullish-views?cid=CS-STOCKNEWSAPI-FT-fundamental_analysis|average_broker_rating-2439694,2025-04-03 10:36:04,DELL_0,2025-04-01 16:23:54,2025-04-03 10:36:04,1,DELL
DELL,2025-04-02 11:04:39,New AI benchmarks test speed of running AI applications,https://images.financialmodelingprep.com/news/new-ai-benchmarks-test-speed-of-running-ai-applications-20250402.jpg,https://www.marketscreener.com,"SAN FRANCISCO (Reuters) - Artificial intelligence group MLCommons unveiled two new benchmarks that it said can help determine how quickly top-of-the-line hardware and software can run AI applications. Since the launch of OpenAI's ChatGPT over two years ago, chip companies have begun to shift their focus to making hardware that can efficiently run the code that allows millions of people to use AI tools. As the underlying models must respond to many more queries to power AI applications such as chatbots and search engines, MLCommons developed two new versions of its MLPerf benchmarks to gauge speed. aAdsList.push('Article'); aAdsListSize.push([300, 250]); aAdsListCA.push(null); One of the new benchmarks is based on Meta's so-called Llama 3.1 405-billion-parameter AI model, and the test targets general question answering, math and code generation. The new format tests a system's ability to process large queries and synthesize data from multiple sources. Nvidia submitted several of its chips for the benchmark, and so did system builders such as Dell Technologies. There were no Advanced Micro Devices submissions for the large 405-billion-parameter benchmark, according to data provided by MLCommons. For the new test, Nvidia's latest generation of artificial intelligence servers - called Grace Blackwell, which have 72 Nvidia graphics processing units (GPUs) inside - was 2.8 to 3.4 times faster than the previous generation, even when only using eight GPUs in the newer server to create a direct comparison to the older model, the company said at a briefing on Tuesday. Nvidia has been working to speed up the connections of chips inside its servers, which is important in AI work where a chatbot runs on multiple chips at once. The second benchmark is also based on an open-source AI model built by Meta and the test aims to more closely simulate the performance expectations set by consumer AI applications such as ChatGPT. The goal is to tighten the response time for the benchmark and make it close to an instant response. (Reporting by Max A. Cherney and Stephen Nellis in San Francisco; Editing by Muralikumar Anantharaman) By Max A. Cherney and Stephen Nellis",https://www.marketscreener.com/quote/stock/NVIDIA-CORPORATION-57355629/news/New-AI-benchmarks-test-speed-of-running-AI-applications-49511155/,2025-04-02 11:04:39,DELL_0,2025-04-01 16:23:54,2025-04-02 11:04:39,0,DELL
DELL,2025-04-01 10:47:18,Power Ranking Our Top Stock Picks of 2025,https://images.financialmodelingprep.com/news/power-ranking-our-top-stock-picks-of-2025-20250401.jpg,schaeffersresearch.com,"Subscribers to  Chart of the Week  received this commentary on Sunday, March 30.",https://www.schaeffersresearch.com/content/bgs/2025/04/01/power-ranking-our-top-stock-picks-of-2025,2025-04-01 10:47:18,DELL_0,2025-04-01 16:23:54,2025-04-01 10:47:18,-1,DELL
DELL,2025-04-01 04:42:30,Which AI Stock Is Cheaper: Dell or Super Micro Computer?,https://images.financialmodelingprep.com/news/which-ai-stock-is-cheaper-dell-or-super-micro-20250401.jpg,fool.com,"Dell (DELL -1.25%) and Super Micro Computer (SMCI 0.10%) are leading players in the artificial intelligence (AI) server space. Demand for AI computing has been surging, and each company has been racking up strong growth in the category.",https://www.fool.com/investing/2025/04/01/which-ai-stock-is-cheaper-dell-or-super-micro-comp/,2025-04-01 04:42:30,DELL_0,2025-04-01 16:23:54,2025-04-01 04:42:30,-1,DELL
DELL,2025-04-01 10:47:18,Power Ranking Our Top Stock Picks of 2025,https://images.financialmodelingprep.com/news/power-ranking-our-top-stock-picks-of-2025-20250401.jpg,schaeffersresearch.com,"Subscribers to  Chart of the Week  received this commentary on Sunday, March 30.",https://www.schaeffersresearch.com/content/bgs/2025/04/01/power-ranking-our-top-stock-picks-of-2025,2025-04-01 10:47:18,DELL_1,2025-03-27 16:59:02,2025-04-01 10:47:18,4,DELL
